id,subType,storageID,rarity,carryLimit,unk,sortOrder,flags,iconID,iconColor,carryItem,sellPrice,buyPrice,name,description
407,0,1,5,99,99,414,0,41,0,0,2240,2240,Radobaan Medulla,"Rare Radobaan material. A valuable find, used to fortify gear. Said to be quite hard to come by."
408,0,1,3,99,99,415,0,43,3,0,540,540,Legiana Scale,Legiana material. Mostly obtained by carving. Broadly used for many purposes.
409,0,1,3,99,99,416,0,44,3,0,790,790,Legiana Hide,"Legiana material. Mostly obtained as a reward. Solid, used to craft gear."
410,0,1,3,99,99,417,0,45,3,0,1040,1040,Legiana Claw,Legiana material. Mostly obtained by carving. Grants ice element properties.
411,0,1,3,99,99,418,0,59,3,0,1080,1080,Legiana Webbing,"Legiana material. Obtained by breaking its wings. Supple, used to craft gear."
412,0,1,3,99,99,419,0,52,3,0,1160,1160,Legiana Tail Webbing,"Legiana material. Obtained by breaking its tail. Supple, used to craft gear."
413,0,1,4,99,99,420,1024,61,3,0,3000,3000,Legiana Plate,"Legiana material. A valuable find, used to fortify gear. Said to be quite hard to come by."
414,0,1,5,99,99,421,0,43,3,0,1230,1230,Legiana Scale+,Rare Legiana material. Mostly obtained by carving. Broadly used for many purposes.
415,0,1,5,99,99,422,0,44,3,0,1830,1830,Legiana Hide+,"Rare Legiana material. Mostly obtained as a reward. Lightweight, used to craft gear."
416,0,1,5,99,99,423,0,45,3,0,2430,2430,Legiana Claw+,Rare Legiana material. Mostly obtained by carving. Grants ice element properties.
417,0,1,5,99,99,424,0,59,3,0,2460,2460,Legiana Wing,"Rare Legiana material. Obtained by breaking its wings. Supple, used to craft gear."
418,0,1,6,99,99,425,1024,9,3,0,7200,7200,Legiana Gem,A rare gem said to have formed within Legiana tissue. Used to dramatically improve gear.
419,0,1,3,99,99,426,0,43,14,0,560,560,Odogaron Scale,Odogaron material. Mostly obtained by carving. Broadly used for many purposes.
420,0,1,3,99,99,427,0,41,14,0,810,810,Odogaron Sinew,"Odogaron material. Mostly obtained as a reward. Solid, used to craft gear."
421,0,1,3,99,99,428,0,45,14,0,1060,1060,Odogaron Claw,"Odogaron material. Obtained by breaking its forelegs. Sharp, used in many weapons."
422,0,1,3,99,99,429,0,45,14,0,1120,1120,Odogaron Fang,"Odogaron material. Obtained by breaking its head. Sharp, used in many weapons."
423,0,1,3,99,99,430,0,52,14,0,1240,1240,Odogaron Tail,"Odogaron material. Obtained by carving its severed tail. Stiff, used to craft gear."
424,0,1,4,99,99,431,1024,61,14,0,3000,3000,Odogaron Plate,"Odogaron material. A valuable find, used to fortify gear. Said to be quite hard to come by."
425,0,1,5,99,99,432,0,43,14,0,1240,1240,Odogaron Scale+,Rare Odogaron material. Mostly obtained by carving. Broadly used for many purposes.
426,0,1,5,99,99,433,0,41,14,0,1840,1840,Odogaron Sinew+,"Rare Odogaron material. Mostly obtained as a reward. Solid, used to craft gear."
427,0,1,5,99,99,434,0,45,14,0,2440,2440,Odogaron Claw+,"Rare Odogaron material. Obtained by breaking its forelegs. Sharp, used in many weapons."
428,0,1,5,99,99,435,0,45,14,0,2480,2480,Odogaron Fang+,"Rare Odogaron material. Obtained by breaking its head. Sharp, used in many weapons."
429,0,1,6,99,99,436,1024,9,14,0,7200,7200,Odogaron Gem,A rare gem said to have formed within Odogaron tissue. Used to dramatically improve gear.
430,0,1,3,99,99,437,0,43,1,0,590,590,Rathalos Scale,Rathalos material. Mostly obtained by carving. Broadly used for many purposes.
431,0,1,3,99,99,438,0,46,1,0,840,840,Rathalos Shell,"Rathalos material. Mostly obtained as a reward. Solid, used to craft gear."
432,0,1,3,99,99,439,0,59,1,0,1180,1180,Rathalos Webbing,"Rathalos material. Obtained by breaking its wings. Supple, used to craft gear."
433,0,1,3,99,99,440,0,52,1,0,1270,1270,Rathalos Tail,Rathalos material. Obtained by carving its severed tail. Compatible with fire element.
434,0,1,3,99,99,441,0,45,1,0,1090,1090,Rath Wingtalon,"Material from Rathian and Rathalos. Obtained by breaking its wings. Sharp, used in many weapons."
435,0,1,3,99,99,442,0,41,1,0,1360,1360,Rathalos Marrow,Rathalos material. Mostly obtained by carving. Grants fire element properties.
436,0,1,4,99,99,443,1024,61,1,0,3000,3000,Rathalos Plate,"Rathalos material. A valuable find, used to fortify gear. Said to be quite hard to come by."
437,0,1,5,99,99,444,0,43,1,0,1250,1250,Rathalos Scale+,Rare Rathalos material. Mostly obtained by carving. Broadly used for many purposes.
438,0,1,5,99,99,445,0,46,1,0,1850,1850,Rathalos Carapace,"Rare Rathalos material. Mostly obtained as a reward. Solid, used to craft gear."
439,0,1,5,99,99,446,0,59,1,0,2500,2500,Rathalos Wing,"Rare Rathalos material. Obtained by breaking its wings. Supple, used to craft gear."
440,0,1,5,99,99,447,0,41,1,0,2600,2600,Rathalos Medulla,Rare Rathalos material. Obtained by carving. Grants fire element properties.
441,0,1,6,99,99,448,1024,9,1,0,7200,7200,Rathalos Ruby,A rare gem said to have formed within Rathalos tissue. Almost too nice to use.
442,0,1,5,99,99,449,0,43,3,0,1450,1450,Azure Rathalos Scale+,Rare Azure Rathalos material. Mostly obtained by carving. Broadly used for many purposes.
443,0,1,5,99,99,450,0,46,3,0,2150,2150,Azure Rathalos Carapace,"Rare Azure Rathalos material. Mostly obtained as a reward. Solid, used to craft gear."
444,0,1,5,99,99,451,0,52,3,0,3000,3000,Azure Rathalos Tail,Rare Azure Rathalos material. Obtained by carving its severed tail. Compatible with fire element.
445,0,1,5,99,99,452,0,59,3,0,2850,2850,Azure Rathalos Wing,"Rare Azure Rathalos material. Obtained by breaking its wings. Supple, used to craft gear."
446,0,1,3,99,99,453,0,46,11,0,620,620,Diablos Shell,Diablos material. Mostly obtained by carving. Broadly used for many purposes.
447,0,1,3,99,99,454,0,41,11,0,870,870,Diablos Ridge,"Diablos material. Mostly obtained as a reward. Solid, used to craft gear."
448,0,1,3,99,99,455,0,41,11,0,1240,1240,Diablos Tailcase,"Diablos material. Obtained by carving its severed tail. Sturdy, but difficult to handle."
449,0,1,3,99,99,456,0,45,11,0,1120,1120,Diablos Fang,"Diablos material. Mostly obtained by carving. Sharp, used in many weapons."
450,0,1,3,99,99,457,0,45,11,0,1360,1360,Twisted Horn,"Diablos material. Obtained by breaking its horns. Stout, used in many weapons."
451,0,1,3,99,99,458,0,41,11,0,1480,1480,Diablos Marrow,"Diablos material. A valuable find, used to fortify gear. Said to be quite hard to come by."
452,0,1,5,99,99,459,0,46,11,0,1260,1260,Diablos Carapace,Rare Diablos material. Mostly obtained by carving. Broadly used for many purposes.
453,0,1,5,99,99,460,0,41,11,0,1860,1860,Diablos Ridge+,"Rare Diablos material. Mostly obtained as a reward. Solid, used to craft gear."
454,0,1,5,99,99,461,0,45,11,0,2980,2980,Majestic Horn,"Rare Diablos material. Obtained by breaking its horns. Stout, used in many weapons."
455,0,1,5,99,99,462,0,41,11,0,3040,3040,Blos Medulla,"Rare Diablos material. A valuable find, used to fortify gear. Said to be quite hard to come by."
456,0,1,5,99,99,463,0,46,10,0,1450,1450,Black Diablos Carapace,Rare Black Diablos material. Mostly obtained by carving. Broadly used for many purposes.
457,0,1,5,99,99,464,0,41,10,0,2150,2150,Black Diablos Ridge+,"Rare Black Diablos material. Mostly obtained as a reward. Solid, used to craft gear."
458,0,1,5,99,99,465,0,45,10,0,5700,5700,Black Spiral Horn+,"Rare Black Diablos material. Obtained by breaking its horns. Stout, used in many weapons."
459,0,1,3,99,99,466,0,44,0,0,750,750,Kirin Hide,Kirin material. Mostly obtained by carving. Broadly used for many purposes.
460,0,1,3,99,99,467,0,41,0,0,1000,1000,Kirin Tail,Kirin material. Mostly obtained as a reward. Compatible with thunder element.
461,0,1,3,99,99,468,0,41,0,0,1250,1250,Kirin Mane,"Kirin material. Mostly obtained by carving. Highly thunder-resistant, used to craft gear."
462,0,1,3,99,99,469,0,45,3,0,1750,1750,Kirin Thunderhorn,Kirin material. Obtain by breaking its horn. Grants thunder element properties.
463,0,1,6,99,99,470,0,44,0,0,1630,1630,Kirin Hide+,Rare Kirin material. Mostly obtained by carving. Broadly used for many purposes.
464,0,1,6,99,99,471,0,41,0,0,2430,2430,Kirin Thundertail,Rare Kirin material. Mostly obtained as a reward. Compatible with thunder element.
465,0,1,6,99,99,472,0,45,3,0,3200,3200,Kirin Azure Horn,Rare Kirin material. Obtain by breaking its horn. Grants thunder element properties.
466,0,1,5,99,99,473,4096,0,10,0,10,10,Zorah Magdaros Inner Scale,Rare Zorah Magdaros material. Obtained through quest rewards. Broadly used for many purposes.
467,0,1,5,99,99,474,0,43,10,0,800,800,Zorah Magdaros Heat Scale,Zorah Magdaros material. Mostly obtained as a reward. Broadly used for many purposes.
468,0,1,5,99,99,475,0,46,10,0,1200,1200,Zorah Magdaros Carapace,"Zorah Magdaros material. Obtained as a rare drop or by mining. Solid, used to craft gear."
469,0,1,5,99,99,476,0,41,10,0,1400,1400,Zorah Magdaros Ridge,"Rare Zorah Magdaros material. Mostly obtained as a reward. Stout, used in many weapons."
470,0,1,5,99,99,477,0,41,10,0,1600,1600,Zorah Magdaros Pleura,"Rare Zorah Magdaros material. Obtained by breaking its chest. Heavy, used to craft armor."
471,0,1,5,99,99,478,4096,0,10,0,10,10,Zorah Magdaros Brace,"Rare Zorah Magdaros material. Obtained by breaking pieces off of its chest. Solid, used to craft gear."
472,0,1,5,99,99,479,0,22,1,0,3200,3200,Zorah Magdaros Magma,Rare Zorah Magdaros material. Obtained by breaking its head. Unusual and difficult to handle.
473,0,1,6,99,99,480,1024,9,10,0,6000,6000,Zorah Magdaros Gem,A rare gem said to have formed within Zorah Magdaros tissue. Holds untold potential.
474,0,1,5,99,99,481,0,43,3,0,1030,1030,Dodogama Scale+,Rare Dodogama material. Mostly obtained by carving. Broadly used for many purposes.
475,0,1,5,99,99,482,0,44,3,0,1530,1530,Dodogama Hide+,"Rare Dodogama material. Mostly obtained as a reward. Supple, used to craft gear."
476,0,1,5,99,99,483,0,60,3,0,2120,2120,Dodogama Jaw,Rare Dodogama material. Obtained by breaking its head. Unusual and difficult to handle.
477,0,1,5,99,99,484,0,45,3,0,2060,2060,Dodogama Talon,"Rare Dodogama material. Obtained by breaking its forelegs. Heavy, used to craft armor."
478,0,1,5,99,99,485,0,52,3,0,2210,2210,Dodogama Tail,"Rare Dodogama material. Obtained by carving its severed tail. Tough, used in many weapons."
479,0,1,5,99,99,486,0,43,10,0,1280,1280,Lavasioth Scale+,Rare Lavasioth material. Mostly obtained by carving. Broadly used for many purposes.
480,0,1,5,99,99,487,0,46,10,0,1880,1880,Lavasioth Carapace,"Rare Lavasioth material. Mostly obtained as a reward. Solid, used to craft gear."
481,0,1,5,99,99,488,0,45,10,0,2480,2480,Lavasioth Fang+,"Rare Lavasioth material. Obtained by breaking its head. Sharp, used in many weapons."
482,0,1,5,99,99,489,0,41,10,0,2560,2560,Lavasioth Fin+,Rare Lavasioth material. Obtained by breaking its dorsal fin. Used for many purposes.
483,0,1,5,99,99,490,0,43,4,0,1460,1460,Uragaan Scale+,Rare Uragaan material. Mostly obtained by carving. Broadly used for many purposes.
484,0,1,5,99,99,491,0,46,4,0,2160,2160,Uragaan Carapace,"Rare Uragaan material. Mostly obtained as a reward. Solid, used to craft gear."
485,0,1,5,99,99,492,0,60,4,0,2980,2980,Uragaan Jaw,"Rare Uragaan material. Obtained from breaking its jaw. Unusual, used in select gear."
486,0,1,5,99,99,493,0,41,4,0,2880,2880,Uragaan Scute,"Rare Uragaan material. Obtained by carving its severed tail. Highly heat- resistant, used to craft gear."
487,0,1,5,99,99,494,0,41,4,0,3100,3100,Uragaan Marrow,"Rare Uragaan material. A valuable find, used to fortify gear. Said to be quite hard to come by."
488,0,1,6,99,99,495,1024,9,4,0,8400,8400,Uragaan Ruby,A rare gem said to have formed within Uragaan tissue. Used to dramatically improve gear.
489,0,1,5,99,99,496,0,22,7,0,1580,1580,Lava Nugget,"A rare conglomerate or ore found growing on an Uragaan. Comprised of various ores, melted together."
490,0,1,5,99,99,497,0,43,0,0,1600,1600,Bazelgeuse Scale+,Rare Bazelgeuse material. Mostly obtained by carving. Broadly used for many purposes.
491,0,1,5,99,99,498,0,46,0,0,2400,2400,Bazelgeuse Carapace,"Rare Bazelgeuse material. Mostly obtained as a reward. Solid, used to craft gear."
492,0,1,5,99,99,499,0,52,0,0,3600,3600,Bazelgeuse Tail,"Rare Bazelgeuse material. Obtained by carving its severed tail. Stiff, used to craft gear."
493,0,1,5,99,99,500,0,41,1,0,4000,4000,Bazelgeuse Fuse,Rare Bazelgeuse material. Obtained by breaking its head. Grants blast element properties.
494,0,1,5,99,99,501,0,45,0,0,3200,3200,Bazelgeuse Talon,Rare Bazelgeuse material. Mostly obtained by carving. Compatible with blast element.
495,0,1,5,99,99,502,0,59,0,0,3400,3400,Bazelgeuse Wing,"Rare Bazelgeuse material. Obtained by breaking its wings. Hard, used in many weapons."
496,0,1,6,99,99,503,1024,9,0,0,9600,9600,Bazelgeuse Gem,A rare gem said to have formed within Bazelgeuse tissue. Used to dramatically improve gear.
497,0,1,6,99,99,512,0,43,10,0,2100,2100,Immortal Dragonscale,Rare Nergigante material. Mostly obtained by carving. Broadly used for many purposes.
498,0,1,6,99,99,513,0,46,10,0,3200,3200,Nergigante Carapace,"Rare Nergigante material. Mostly obtained as a reward. Solid, used to craft gear."
499,0,1,6,99,99,514,4096,0,10,0,10,10,Nergigante Barbs,"Rare Nergigante material. Obtained by carving. Sharp, used in many weapons."
500,0,1,6,99,99,515,0,52,10,0,4300,4300,Nergigante Tail,"Rare Nergigante material. Obtained by carving its severed tail. Stiff, used to craft gear."
501,0,1,6,99,99,516,0,45,10,0,5000,5000,Nergigante Horn+,"Rare Nergigante material. Obtained by breaking its horns. Stout, used in many weapons."
502,0,1,6,99,99,517,0,45,10,0,4500,4500,Nergigante Talon,"Rare Nergigante material. Mostly obtained by carving. Sharp, used in many weapons."
503,0,1,6,99,99,518,0,41,0,0,3400,3400,Nergigante Regrowth Plate,"Rare Nergigante material. Obtained by collecting rare drops. Unusual, used to craft gear."
504,0,1,7,99,99,519,1024,9,10,0,12000,12000,Nergigante Gem,A rare gem said to have formed within Nergigante tissue. Holds untold potential.
505,0,1,6,99,99,520,0,43,0,0,2250,2250,Deceased Scale,Rare Vaal Hazak material. Mostly obtained by carving. Broadly used for many purposes.
506,0,1,6,99,99,521,0,46,0,0,3350,3350,Vaal Hazak Carapace,"Rare Vaal Hazak material. Mostly obtained as a reward. Solid, used to craft gear."
507,0,1,6,99,99,522,0,41,14,0,3500,3500,Vaal Hazak Membrane,Rare Vaal Hazak material. Obtained by collecting rare drops. Grants dragon element properties.
508,0,1,6,99,99,523,0,52,0,0,4900,4900,Vaal Hazak Tail,"Rare Vaal Hazak material. Obtained by carving its severed tail. Stiff, used to craft gear."
509,0,1,6,99,99,524,0,45,0,0,4600,4600,Vaal Hazak Fang+,"Rare Vaal Hazak material. Obtained by breaking its head. Sharp, used in many weapons."
510,0,1,6,99,99,525,0,45,0,0,4750,4750,Vaal Hazak Talon,"Rare Vaal Hazak material. Obtained by breaking its forelegs. Sharp, used in many weapons."
511,0,1,6,99,99,526,0,59,0,0,4450,4450,Vaal Hazak Wing,"Rare Vaal Hazak material. Obtained by breaking its torso. Light yet firm, used to craft gear."
512,0,1,6,99,99,527,4096,0,0,0,3480,3480,Vaal Hazak Miasmacryst,"Rare Vaal Hazak material. Obtained by collecting rare drops. Unusual, used in select gear."
513,0,1,7,99,99,528,1024,9,0,0,12000,12000,Vaal Hazak Gem,A rare gem said to have formed within Vaal Hazak tissue. Holds untold potential.
514,0,1,6,99,99,530,0,46,1,0,3400,3400,Teostra Carapace,"Rare Teostra material. Mostly obtained as a reward. Solid, used to craft gear."
515,0,1,6,99,99,531,0,41,1,0,3400,3400,Teostra Mane,"Rare Teostra material. Obtained by breaking its head. Highly fire-resistant, used to craft gear."
516,0,1,6,99,99,532,0,52,1,0,4900,4900,Teostra Tail,"Rare Teostra material. Obtained by carving its severed tail. Stiff, used to craft gear."
517,0,1,6,99,99,533,0,45,1,0,5500,5500,Teostra Horn+,"Rare Teostra material. Obtained by breaking its head. Stout, used in many weapons."
518,0,1,6,99,99,529,0,43,1,0,2300,2300,Fire Dragon Scale+,Rare Teostra material. Mostly obtained by carving. Broadly used for many purposes.
519,0,1,6,99,99,534,0,45,1,0,4700,4700,Teostra Claw+,"Rare Teostra material. Mostly obtained by carving. Sharp, used in many weapons."
520,0,1,6,99,99,535,0,59,1,0,4500,4500,Teostra Webbing,"Rare Teostra material. Obtained by breaking its wings. Supple, used to craft gear."
521,0,1,6,99,99,536,0,13,1,0,3600,3600,Teostra Powder,"Rare Teostra material. Obtained by collecting rare drops. Unusual, used in select gear."
522,0,1,7,99,99,537,1024,9,1,0,12000,12000,Teostra Gem,A rare gem said to have formed within Teostra tissue. Within it lies unimaginable power.
523,0,1,6,99,99,546,0,46,10,0,3300,3300,Daora Carapace,"Rare Kushala Daora material. Mostly obtained as a reward. Solid, used to craft gear."
524,0,1,6,99,99,545,0,43,10,0,2200,2200,Daora Dragon Scale+,Rare Kushala Daora material. Mostly obtained by carving. Broadly used for many purposes.
525,0,1,6,99,99,547,0,59,10,0,4300,4300,Daora Webbing,"Rare Kushala Daora material. Obtained by breaking its wings. Lightweight, used to craft gear."
526,0,1,6,99,99,548,0,45,10,0,4500,4500,Daora Horn+,"Rare Kushala Daora material. Obtained by breaking its head. Stout, used in many weapons."
527,0,1,6,99,99,549,0,52,10,0,4800,4800,Daora Tail,"Rare Kushala Daora material. Obtained by carving its severed tail. Stiff, used to craft gear."
528,0,1,6,99,99,550,0,45,10,0,4400,4400,Daora Claw+,Rare Kushala Daora material. Mostly obtained by carving. Imbued with potent ice element.
529,0,1,7,99,99,551,1024,9,10,0,12000,12000,Daora Gem,A rare gem said to have formed within Kushala Daora tissue. Holds untold potential.
530,0,1,6,99,99,552,0,43,0,0,3000,3000,Xeno'jiiva Soulscale,Rare Xeno'jiiva material. The burnt scale still radiates vestiges of the hereafter.
531,0,1,6,99,99,553,0,46,0,0,4000,4000,Xeno'jiiva Shell,"A rare piece of Xeno'jiiva shell, tempered to act as a vessel for the flames of the underworld."
532,0,1,6,99,99,554,0,41,3,0,4300,4300,Xeno'jiiva Veil,A rare Xeno'jiiva organ that stores energy that can be released in a violent torrent.
533,0,1,6,99,99,555,0,52,0,0,6000,6000,Xeno'jiiva Tail,"A rare, strong Xeno'jiiva tail that can brush aside all enemies in a single lash."
534,0,1,6,99,99,556,0,45,0,0,5600,5600,Xeno'jiiva Horn,"A rare Xeno'jiiva horn. During growth, it's theorized that it helps control the beast's power."
535,0,1,6,99,99,557,0,45,0,0,5300,5300,Xeno'jiiva Claw,"A rare Xeno'jiiva claw, said to cleave soul from flesh."
536,0,1,6,99,99,558,0,59,0,0,5000,5000,Xeno'jiiva Wing,A rare Xeno'jiiva wing. The wing membrane shines with the divine light of a powerful deity.
537,0,1,6,99,99,559,4096,0,3,0,4320,4320,Xeno'jiiva Crystal,"A rare Xeno'jiiva crystal, said to house the unrelenting power of the elder dragon's power within."
538,0,1,7,99,99,560,1024,9,0,0,15000,15000,Xeno'jiiva Gem,A phantasmal gem formed inside the tissue of Xeno'jiiva. The power it holds defies comprehension.
539,0,1,6,99,99,561,0,43,0,0,3000,3000,??? Scale,A part from an unknown monster. You sense a strange power within it.
540,0,1,6,99,99,562,0,46,0,0,4000,4000,??? Shell,A part from an unknown monster. You sense a strange power within it.
541,0,1,6,99,99,563,0,41,3,0,4300,4300,??? Membrane,A part from an unknown monster. You sense a strange power within it.
542,0,1,6,99,99,564,0,52,0,0,6000,6000,??? Tail,A part from an unknown monster. You sense a strange power within it.
543,0,1,6,99,99,565,0,45,0,0,5600,5600,??? Horn,A part from an unknown monster. You sense a strange power within it.
544,0,1,6,99,99,566,0,45,0,0,5300,5300,??? Claw,A part from an unknown monster. You sense a strange power within it.
545,0,1,6,99,99,567,0,59,0,0,5000,5000,??? Wing,A part from an unknown monster. You sense a strange power within it.
546,0,1,6,99,99,568,4096,0,3,0,4320,4320,??? Crystal,A part from an unknown monster. You sense a strange power within it.
547,0,1,7,99,99,569,0,9,0,0,15000,15000,??? Gem,A part from an unknown monster. You sense a strange power within it.
548,0,1,3,10,10,582,4112,39,10,0,25,90,Mysterious Feystone,A jewel that conceals faint traces of power within it. <STYL MOJI_YELLOW_DEFAULT>(Appraisal Item)</STYL>
549,0,1,4,10,10,583,4112,39,3,0,25,90,Glowing Feystone,A jewel that conceals an unknown power within it. <STYL MOJI_YELLOW_DEFAULT>(Appraisal Item)</STYL>
550,0,1,5,10,10,584,4112,39,7,0,25,90,Worn Feystone,A jewel that conceals considerable power within it. <STYL MOJI_YELLOW_DEFAULT>(Appraisal Item)</STYL>
551,0,1,6,10,10,585,4112,39,1,0,25,90,Warped Feystone,A jewel that conceals a mystical power within it. <STYL MOJI_YELLOW_DEFAULT>(Appraisal Item)</STYL>
552,0,1,5,10,10,586,4112,65,10,0,25,90,Sullied Streamstone,"Though dirty, this stone pulses with undeniable power. <STYL MOJI_YELLOW_DEFAULT>(Appraisal Item)</STYL>"
553,0,1,7,10,10,587,4112,65,4,0,25,90,Shining Streamstone,A stone that shines with the brilliance of endless possibility. <STYL MOJI_YELLOW_DEFAULT>(Appraisal Item)</STYL>
554,0,1,5,99,99,588,0,65,5,0,1000,10000,Streamstone Shard,"A rare stone taken from a tempered monster. The longer a beast's reign of terror, the larger the shard."
555,0,1,6,99,99,589,0,65,5,0,2000,20000,Streamstone,"A rare stone taken from a tempered monster. A crystal of pure power, born of a beast's endless desires."
556,0,1,7,99,99,590,0,65,5,0,3000,30000,Gleaming Streamstone,A rare stone taken from a tempered monster. Proof that it ruled for an age as a tyrant unchallenged.
557,0,1,5,10,10,591,0,65,0,0,10000,100000,Warrior's Streamstone: Sword,A material used by champions of old. Used to bring out the hidden power in long swords and great swords.
558,0,1,5,10,10,592,0,65,0,0,10000,100000,Warrior's Streamstone: Blade,A material used by champions of old. Used to bring out the hidden power in swords and shields and dual blades.
559,0,1,5,10,10,593,0,65,0,0,10000,100000,Warrior's Streamstone: Hammer,A material used by champions of old. Used to bring out the hidden power in hammers and hunting horns.
560,0,1,5,10,10,594,0,65,0,0,10000,100000,Warrior's Streamstone: Lance,A material used by champions of old. Used to bring out the hidden power in lances and gunlances.
561,0,1,5,10,10,595,0,65,0,0,10000,100000,Warrior's Streamstone: Axe,A material used by champions of old. Used to bring out the hidden power in switch axes and charge blades.
562,0,1,5,10,10,596,0,65,0,0,10000,100000,Warrior's Streamstone: Shaft,A material used by champions of old. Used to bring out the hidden power in insect glaives and bows.
563,0,1,5,10,10,597,0,65,0,0,10000,100000,Warrior's Streamstone: Ranged,A material used by champions of old. Used to bring out the hidden power in light bowguns and heavy bowguns.
564,0,1,7,10,10,598,0,65,7,0,20000,200000,Hero's Streamstone: Sword,A material used by legendary heroes. Used to bring out the hidden power in long swords and great swords.
565,0,1,7,10,10,599,0,65,7,0,20000,200000,Hero's Streamstone: Blade,A material used by legendary heroes. Used to bring out the hidden power in swords and shields and dual blades.
566,0,1,7,10,10,600,0,65,7,0,20000,200000,Hero's Streamstone: Hammer,A material used by legendary heroes. Used to bring out the hidden power in hammers and hunting horns.
567,0,1,7,10,10,601,0,65,7,0,20000,200000,Hero's Streamstone: Lance,A material used by legendary heroes. Used to bring out the hidden power in lances and gunlances.
568,0,1,7,10,10,602,0,65,7,0,20000,200000,Hero's Streamstone: Axe,A material used by legendary heroes. Used to bring out the hidden power in switch axes and charge blades.
569,0,1,7,10,10,603,0,65,7,0,20000,200000,Hero's Streamstone: Shaft,A material used by legendary heroes. Used to bring out the hidden power in insect glaives and bows.
570,0,1,7,10,10,604,0,65,7,0,20000,200000,Hero's Streamstone: Ranged,A material used by legendary heroes. Used to bring out the hidden power in light bowguns and heavy bowguns.
571,0,1,3,99,99,605,0,50,0,0,500,5000,Voucher,Redeem this for a special meal with stronger effects than usual.
572,0,1,3,99,99,606,0,26,2,0,0,1,First Wyverian Print,"A ticket with a handprint, used by the First Wyverians. You can exchange it for items at the Melding Pot."
573,0,1,3,99,99,607,64,26,2,0,0,1,Deluxe First Wyverian Print,"A ticket with a handprint, used by the First Wyverians. You can exchange it for items at the Melding Pot."
574,0,1,3,99,99,608,0,26,11,0,0,1,Steel Wyverian Print,"A ticket with a handprint, used by the First Wyverians. Exchange it for materials at the Melding Pot."
575,0,1,3,99,99,609,0,26,0,0,0,1,Silver Wyverian Print,"A ticket with a handprint, used by the First Wyverians. Exchange it for rare materials at the Melding Pot."
576,0,1,3,99,99,610,1024,26,4,0,0,1,Gold Wyverian Print,"A ticket with a handprint, used by the First Wyverians. Exchange it for very rare materials at the Melding Pot."
577,0,1,4,99,99,613,0,26,7,0,0,1,Commendation,A ticket awarded for demonstrating courage. Collect them and something wonderful may happen!
578,0,1,6,99,99,614,64,26,7,0,0,1,High Commendation,A ticket awarded for demonstrating tremendous courage. Collect them and something wonderful may happen!
579,0,1,6,99,99,615,0,26,6,0,0,1,Research Commission Ticket,A ticket issued by the commander to those who have aided the Research Commission. Show it to the Smithy!
580,0,1,3,99,99,616,0,25,26,0,500,5000,Pukei Coin,A coin given to those who have bested a Pukei-Pukei in the Arena.
581,0,1,3,99,99,617,0,25,24,0,500,5000,Kulu Coin,A coin given to those who have bested a Kulu-Ya-Ku in the Arena.
582,0,1,3,99,99,618,0,25,2,0,500,5000,Rathian Coin,A coin given to those who have bested a Rathian in the Arena.
583,0,1,3,99,99,619,0,25,3,0,800,8000,Tzitzi Coin,A coin given to those who have bested a Tzitzi-Ya-Ku in the Arena.
584,0,1,3,99,99,620,0,25,7,0,800,8000,Barroth Coin,A coin given to those who have bested a Barroth in the Arena.
585,0,1,3,99,99,621,0,25,3,0,800,8000,Gama Coin,A coin given to those who have bested a Dodogama in the Arena.
586,0,1,3,99,99,622,0,25,1,0,800,8000,Rathalos Coin,A coin given to those who have bested a Rathalos in the Arena.
587,0,1,3,99,99,623,0,25,0,0,1500,15000,Brute Coin,A coin given to those who have bested multiple brute wyverns at the same time in the Arena.
588,0,1,3,99,99,624,0,25,11,0,1500,15000,Flying Coin,A coin given to those who have bested multiple flying wyverns at the same time in the Arena.
589,0,1,3,99,99,625,0,25,1,0,800,8000,Pinnacle Coin,A commemorative coin bestowed on hunters who have mastered the craft. The value of its sheen? Priceless.
590,0,1,5,99,99,626,0,25,0,0,1200,12000,Hunter King Coin,A silver coin given to true hunters. It shines with all the glory of the Hunter King.
591,0,1,7,99,99,627,0,25,4,0,2000,20000,Ace Hunter Coin,A golden coin given to hunters at the pinnacle of their field. Only a small handful ever know such honor.
592,0,1,3,99,99,704,0,2,10,0,1000,10000,Steel Egg,"An egg of glittering steel. Valuable and rare, but of no use to a hunter. <STYL MOJI_YELLOW_DEFAULT>(Trade-in Item)</STYL>"
593,0,1,3,99,99,705,0,2,0,0,10000,100000,Silver Egg,"An egg of glittering silver. Valuable and rare, but of no use to a hunter. <STYL MOJI_YELLOW_DEFAULT>(Trade-in Item)</STYL>"
594,0,1,3,99,99,706,0,2,4,0,20000,200000,Golden Egg,"An egg of glittering gold. Super valuable and rare, but of no use to a hunter. <STYL MOJI_YELLOW_DEFAULT>(Trade-in Item)</STYL>"
595,0,1,3,99,99,707,0,43,10,0,500,5000,Chipped Scale,"Acquired by using the Bandit Mantle. Chipped, but still prized by collectors. <STYL MOJI_YELLOW_DEFAULT>(Trade-in Item)</STYL>"
596,0,1,3,99,99,708,0,43,24,0,1000,10000,Large Scale,Acquired by using the Bandit Mantle. Consistently popular among collectors. <STYL MOJI_YELLOW_DEFAULT>(Trade-in Item)</STYL>
